0,0,0,0,0,0.530503
0,0,0,0,1,0.294376
0,0,0,0,2,0.24033
0,0,0,0,3,0.684011
0,-1,0,0,0,0.641796
0,-1,0,0,1,0.272259
0,-1,0,0,2,0.3629
0,-1,0,0,3,0.317848
1,-1,0,0,0,0.196057
1,-1,0,0,1,0.289602
1,-1,0,0,2,0.25933
1,-1,0,0,3,0.428654
-1,1,0,-1,0,0.218226
-1,1,0,-1,1,0.447308
-1,1,0,-1,2,0.504925
-1,1,0,-1,3,0.224786
0,-2,0,0,0,0.473506
0,-2,0,0,1,0.205913
0,-2,0,0,2,0.302637
0,-2,0,0,3,0.360434
1,-2,0,0,0,0.322571
1,-2,0,0,1,0.126785
1,-2,0,0,2,0.220074
1,-2,0,0,3,0.275869
-1,2,0,-1,0,0.0747603
-1,2,0,-1,1,0.399801
-1,2,0,-1,2,0.227006
-1,2,0,-1,3,0.0919478
2,-2,0,0,0,0.20663
2,-2,0,0,1,0.104342
2,-2,0,0,2,0.0499475
2,-2,0,0,3,0.238275
0,-3,0,0,0,0.266427
0,-3,0,0,1,0.194193
0,-3,0,0,2,0.143841
0,-3,0,0,3,0.304442
1,-3,0,0,0,0.276754
1,-3,0,0,1,0.124633
1,-3,0,0,2,0.07938
1,-3,0,0,3,0.259215
-1,3,0,-1,0,0.0555466
-1,3,0,-1,1,0.221336
-1,3,0,-1,2,0.0821454
-1,3,0,-1,3,-0.00273061
-2,2,0,-2,0,-0.0033835
-2,2,0,-2,1,0.318588
-2,2,0,-2,2,0.1869
-2,2,0,-2,3,0.0476059
2,-3,0,0,0,0.0593363
2,-3,0,0,1,-0.024916
2,-3,0,0,2,-0.0289413
2,-3,0,0,3,0.185442
-3,2,-1,0,0,-0.0347455
-3,2,-1,0,1,0.173405
-3,2,-1,0,2,-1.4503
-3,2,-1,0,3,-0.0144088
0,4,0,0,0,-0.11923
0,4,0,0,1,0.0539739
0,4,0,0,2,-0.0556905
0,4,0,0,3,-0.00153622
1,-4,0,0,0,0.230707
1,-4,0,0,1,-0.0118758
1,-4,0,0,2,-0.00707549
1,-4,0,0,3,0.254599
-3,-3,0,0,0,0.120685
-3,-3,0,0,1,-0.114555
-3,-3,0,0,2,0.158439
-3,-3,0,0,3,-0.0850951
-3,3,0,-1,0,-0.147591
-3,3,0,-1,1,0.0667393
-3,3,0,-1,2,0.0275948
-3,3,0,-1,3,-0.114181
2,-4,0,0,0,0.0927639
2,-4,0,0,1,-0.091898
2,-4,0,0,2,-0.106879
2,-4,0,0,3,0.0582506
-2,4,0,-1,0,-0.277877
-2,4,0,-1,1,0.038781
-2,4,0,-1,2,0.0409524
-2,4,0,-1,3,-0.119193
-3,3,-2,0,0,-0.143555
-3,3,-2,0,1,0.0159691
-3,3,-2,0,2,0.0883591
-3,3,-2,0,3,-0.172524
2,-4,0,-2,0,0.186473
2,-4,0,-2,1,-0.104671
2,-4,0,-2,2,-0.119888
2,-4,0,-2,3,0.0729902
3,-4,0,0,0,-0.0263659
3,-4,0,0,1,-0.181271
3,-4,0,0,2,-0.200244
3,-4,0,0,3,-0.0164997
1,-5,0,0,0,0.113502
1,-5,0,0,1,-0.0933933
1,-5,0,0,2,-0.102807
1,-5,0,0,3,0.105463
-5,1,-1,0,0,-0.132277
-5,1,-1,0,1,0.0144122
-5,1,-1,0,2,0.0737876
-5,1,-1,0,3,-0.127905
2,-5,0,0,0,-0.0203936
2,-5,0,0,1,-0.190046
2,-5,0,0,2,-0.181718
2,-5,0,0,3,-0.00742954
2,5,0,-1,0,-0.37989
2,5,0,-1,1,-0.164128
2,5,0,-1,2,-0.299583
2,5,0,-1,3,-0.164933
4,4,0,0,0,-0.357895
4,4,0,0,1,-0.22956
4,4,0,0,2,-0.353105
4,4,0,0,3,-0.211146
-4,4,-1,0,0,-0.28184
-4,4,-1,0,1,-0.124915
-4,4,-1,0,2,-0.117259
-4,4,-1,0,3,-0.260988
3,-5,0,0,0,-0.0896639
3,-5,0,0,1,-0.275232
3,-5,0,0,2,-0.266889
3,-5,0,0,3,-0.100383
5,3,0,-1,0,-0.36769
5,3,0,-1,1,-0.214229
5,3,0,-1,2,-0.364123
5,3,0,-1,3,-0.106337
0,-6,0,0,0,0.086143
0,-6,0,0,1,-0.107814
0,-6,0,0,2,-0.0851521
0,-6,0,0,3,-0.109143
1,-6,0,0,0,0.0119213
1,-6,0,0,1,-0.193333
1,-6,0,0,2,-0.177124
1,-6,0,0,3,-1.59221
6,1,0,-1,0,-0.29239
6,1,0,-1,1,-0.196969
6,1,0,-1,2,-0.269414
6,1,0,-1,3,-0.182013
2,-6,0,0,0,-0.102487
2,-6,0,0,1,-0.250867
2,-6,0,0,2,-0.263881
2,-6,0,0,3,-0.105276
-4,-5,0,0,0,-0.125116
-4,-5,0,0,1,-0.32033
-4,-5,0,0,2,-0.181796
-4,-5,0,0,3,-0.311112
-5,4,-1,0,0,-0.352938
-5,4,-1,0,1,-0.174673
-5,4,-1,0,2,-0.209399
-5,4,-1,0,3,-0.339958
6,-2,-2,0,0,-0.23657
6,-2,-2,0,1,-0.294795
6,-2,-2,0,2,-50.32
6,-2,-2,0,3,-0.0948856
3,-6,0,0,0,-0.169029
3,-6,0,0,1,-0.324122
3,-6,0,0,2,-0.338667
3,-6,0,0,3,-0.183321
-3,6,-1,0,0,-0.347646
-3,6,-1,0,1,-0.209534
-3,6,-1,0,2,-1.00306
-3,6,-1,0,3,-0.354707
0,-7,0,0,0,-0.0428136
0,-7,0,0,1,-0.201574
0,-7,0,0,2,-0.193306
0,-7,0,0,3,-0.209128
-1,-7,0,0,0,-0.124084
-1,-7,0,0,1,-0.297126
-1,-7,0,0,2,-0.128651
-1,-7,0,0,3,-0.264431
7,1,0,-1,0,-0.362081
7,1,0,-1,1,-0.286662
7,1,0,-1,2,-0.279824
7,1,0,-1,3,-0.203769
4,-6,0,0,0,-0.261948
4,-6,0,0,1,-0.37054
4,-6,0,0,2,-0.397827
4,-6,0,0,3,-0.283655
7,-2,0,0,0,-0.284193
7,-2,0,0,1,-0.352053
7,-2,0,0,2,-0.269183
7,-2,0,0,3,-0.24148
7,2,0,-1,0,-0.40671
7,2,0,-1,1,-0.309626
7,2,0,-1,2,-0.287638
7,2,0,-1,3,-0.271041
-4,6,0,-2,0,-0.413563
